Genre,Budget,Marketing_Budget,Screens,Weeks,Shows,Ticket_Price,Screen_Stability,Actor_Popularity,Director_Success,Occupancy,Seats_Per_Screen,Target
Horror,294,172,11529,3,7,383,Stable,2,8,0.7214362946288482,133,0
Musical,466,58,23983,5,9,661,Growing,1,7,0.8183142909895036,219,1
Action,205,134,2108,5,7,134,Drop Fast,2,2,0.43823794583864184,225,0
Thriller,316,182,7154,2,13,323,Drop Fast,6,4,0.3142952797509903,97,0
Romance,161,45,15385,8,7,767,Drop Fast,2,9,0.4850089474753425,224,1
Animation,23,49,18374,8,11,492,Stable,1,8,0.45443586059188457,246,1
Musical,334,107,24752,11,5,507,Stable,1,4,0.5656134525444123,165,1
Crime,155,110,15696,11,10,487,Stable,4,8,0.4348714380247077,220,1
Western,435,141,3128,11,8,795,Growing,8,6,0.48781289374152037,124,0
Animation,66,194,9480,2,12,396,Growing,6,9,0.8852883455444698,207,1
Family,220,132,7881,9,7,422,Stable,4,1,0.4843847470227243,181,0
Thriller,277,90,21835,11,2,587,Growing,6,6,0.7998626327109278,196,1
Mystery,219,51,27157,8,3,669,Growing,6,4,0.6880835901571216,226,1
Biography,26,9,4327,8,13,138,Growing,9,3,0.48627656194196167,226,1
War,295,5,5163,7,7,604,Drop Fast,4,5,0.8224517888462453,100,0
Sci-Fi,353,48,27721,5,12,602,Growing,6,8,0.6665532487173854,103,1
Musical,212,154,11961,9,2,636,Stable,1,6,0.25603310931923023,237,0
Sci-Fi,108,42,13754,3,12,415,Drop Fast,7,1,0.29810974110067984,127,0
Drama,288,23,21895,8,6,595,Growing,7,6,0.7768476916166231,242,1
Sci-Fi,218,163,9557,4,2,216,Stable,1,7,0.5625694527096361,189,0
Sport,138,119,25376,4,14,441,Growing,8,6,0.5338554542204783,138,1
Documentary,344,199,18609,8,4,339,Stable,5,3,0.35207902893706555,96,0
Documentary,297,91,26360,4,13,786,Stable,9,9,0.3601230157728892,127,1
Biography,261,174,24399,6,13,544,Growing,8,4,0.8084267150671304,134,1
Adventure,274,127,1187,9,13,586,Growing,3,5,0.8303119937730187,216,1
Action,280,86,21894,5,8,510,Drop Fast,1,5,0.6420017784471104,156,0
Musical,421,158,2165,8,6,722,Growing,3,3,0.45658946686398116,93,0
Horror,417,145,7516,8,13,397,Stable,2,2,0.9028905716674811,233,1
Mystery,197,62,26215,3,11,151,Drop Fast,2,8,0.6867736736966586,164,1
Thriller,428,150,29391,9,2,403,Stable,4,7,0.8076494836162517,123,1
Action,223,71,14246,11,2,387,Stable,2,5,0.2522980442017508,218,0
Sport,292,126,1068,11,9,763,Growing,8,1,0.5652237206127524,130,0
Comedy,220,91,18647,10,12,217,Stable,5,1,0.859664360423969,249,1
Crime,374,135,17713,7,14,523,Growing,1,8,0.4867632982629049,242,1
Adventure,85,59,4578,6,10,746,Stable,6,4,0.7585858238105967,143,0
Thriller,157,93,15663,2,8,308,Drop Fast,7,4,0.7103723775900519,174,0
Sport,330,62,29232,2,14,226,Growing,1,9,0.3565528564480096,225,0
Sport,222,67,28505,10,4,392,Drop Fast,3,2,0.7924326790780836,221,1
Comedy,442,95,21738,5,13,618,Growing,9,5,0.3287687532189592,199,1
Romance,118,56,22840,2,7,321,Drop Fast,7,6,0.7595398676003585,128,1
War,138,130,23035,11,4,176,Growing,4,6,0.943677835745366,224,1
Romance,19,28,18518,4,11,437,Drop Fast,6,3,0.9205870022682339,228,1
Comedy,56,76,13446,7,5,374,Drop Fast,6,6,0.8101692201399032,221,1
Action,388,13,1276,9,13,216,Growing,3,5,0.6241621969607916,82,0
Mystery,324,114,21784,11,5,391,Growing,2,8,0.7223772030745179,238,1
Sci-Fi,105,169,18223,3,4,370,Stable,5,4,0.7596758732408648,126,0
Comedy,455,98,15369,9,11,546,Stable,8,3,0.2558810669947671,96,0
Family,112,121,26168,2,7,256,Growing,3,6,0.3216563546670695,160,0
Comedy,389,87,6585,3,6,671,Growing,5,9,0.6679413924552037,106,0
Mystery,351,185,8422,9,12,283,Drop Fast,3,8,0.25457417810003635,150,0
Comedy,155,84,24580,8,10,523,Drop Fast,7,8,0.886233955541448,169,1
Family,377,156,17287,6,10,755,Stable,6,3,0.5927638992575545,209,0
Family,439,153,25644,11,4,772,Stable,6,1,0.4304369529235852,159,1
Documentary,425,104,5680,3,14,700,Stable,1,3,0.5256748187183194,188,0
Thriller,36,44,25008,10,10,115,Drop Fast,2,3,0.845543487448002,166,1
Biography,229,107,7977,6,14,197,Drop Fast,6,6,0.899035011634881,85,1
Animation,27,66,29929,9,13,715,Drop Fast,8,3,0.331364486334124,180,1
Fantasy,176,73,5562,5,4,399,Stable,5,2,0.7945724437689037,225,0
Romance,442,146,1150,10,5,521,Growing,2,9,0.6547589827515712,134,0
Mystery,486,113,8450,11,2,406,Stable,5,6,0.6598519303651407,146,0
Drama,91,174,3018,8,6,373,Drop Fast,9,5,0.7956164853270784,226,1
Documentary,437,182,3800,3,13,360,Stable,6,3,0.4059912807501702,153,0
Sport,81,193,11541,4,10,338,Stable,5,7,0.6217314775824707,218,1
Thriller,319,8,15253,3,3,431,Stable,6,7,0.47354683081556637,175,0
Western,488,76,25077,6,5,214,Stable,9,4,0.3161586414835604,244,1
Horror,263,21,24429,3,11,367,Drop Fast,7,2,0.3235556118896227,165,0
War,171,118,27626,6,3,111,Stable,3,2,0.3455300294376055,211,0
Western,336,89,19528,10,9,172,Drop Fast,5,8,0.6804298942333866,92,1
Animation,429,61,14533,3,10,505,Stable,4,4,0.324081138864117,149,0
Fantasy,411,111,6455,10,4,277,Drop Fast,5,7,0.6490726898131214,172,0
Animation,47,52,24164,8,14,358,Growing,8,3,0.6618079405840818,209,1
Western,452,176,26699,8,10,499,Drop Fast,6,9,0.8827275570853237,168,1
War,402,177,25092,6,7,369,Drop Fast,4,9,0.68846361742786,239,1
Adventure,210,121,26664,9,7,731,Growing,5,7,0.9399114886170509,142,1
Fantasy,209,165,21848,8,8,780,Growing,7,7,0.27169480595858436,139,1
Sport,264,35,11107,7,13,585,Growing,8,1,0.7429022956515832,233,1
Comedy,188,116,29561,3,6,679,Growing,5,8,0.2685360546371303,229,1
Drama,44,51,26657,7,7,158,Growing,2,2,0.7605643045122925,153,0
Fantasy,91,138,16207,3,12,741,Growing,6,8,0.5200951464428247,211,1
Biography,398,112,14441,2,2,365,Stable,9,2,0.6779154357748127,223,0
Action,407,76,12290,10,4,174,Stable,3,1,0.4666766504618364,142,0
Mystery,229,75,12505,6,13,189,Growing,7,8,0.36137352740685436,249,1
Western,167,166,24102,11,10,604,Drop Fast,8,4,0.7564587626624977,240,1
Drama,13,112,24706,11,13,456,Drop Fast,6,6,0.8832342661890606,220,1
Romance,176,57,17762,5,6,253,Growing,3,1,0.37850771059002447,125,0
Thriller,477,146,20439,9,6,317,Stable,1,9,0.8944921008425204,220,1
Western,457,20,13265,6,9,585,Stable,3,7,0.34812747644318065,112,0
Musical,418,175,12847,8,12,639,Drop Fast,6,5,0.7649633177846719,202,1
Crime,421,120,8723,4,12,229,Growing,4,6,0.9216116107253042,93,0
Documentary,213,77,6237,9,14,165,Stable,1,3,0.3531596172293664,87,0
Sci-Fi,203,78,727,9,3,243,Growing,6,9,0.5545630327287473,165,0
Documentary,244,85,18643,4,14,479,Growing,1,2,0.4862202376508796,205,0
Crime,215,16,9490,10,8,412,Drop Fast,8,1,0.5219344251288687,208,0
Biography,159,132,411,9,10,506,Growing,3,1,0.7771978173922436,138,0
Mystery,168,74,18298,2,8,506,Growing,3,2,0.7128322527888915,139,0
Fantasy,288,151,19272,9,13,376,Drop Fast,1,6,0.9280808751239734,128,1
Adventure,313,45,10722,5,6,714,Stable,3,6,0.37983565234949557,159,0
Horror,413,185,19850,7,14,508,Growing,7,9,0.6302826085281161,172,1
Sci-Fi,390,161,15315,11,7,413,Drop Fast,8,4,0.5643883017933187,140,1
Fantasy,175,63,5349,10,5,648,Stable,8,8,0.8931992762480248,195,1
Adventure,320,93,9424,6,13,348,Growing,3,4,0.25743346273387196,102,0
Animation,77,196,17916,8,8,560,Stable,5,3,0.9424192805369659,212,1
Animation,472,28,13821,2,2,498,Drop Fast,1,4,0.5858140200607701,164,0
Family,97,148,7020,10,5,767,Growing,9,1,0.6878777530635182,199,1
War,226,184,14961,7,4,550,Drop Fast,8,9,0.5020367890640008,207,1
Fantasy,10,84,10232,5,14,570,Drop Fast,2,5,0.8467686687868492,129,1
Musical,144,138,22475,7,5,743,Growing,1,7,0.6433915615828678,243,1
Mystery,194,169,21270,6,2,658,Drop Fast,4,3,0.7139676553748353,227,1
Western,360,136,14202,4,13,533,Stable,9,5,0.7042332956424735,122,0
Romance,149,96,10530,8,14,545,Drop Fast,8,4,0.5047874979284128,215,1
Biography,115,170,12943,4,3,202,Growing,3,7,0.30319369706463106,248,0
Comedy,142,173,20675,3,13,427,Growing,6,5,0.8153943582658351,104,0
Thriller,117,96,17027,5,12,782,Stable,9,2,0.4528011434290222,195,1
Family,187,85,28950,8,14,700,Growing,8,3,0.8442511599343931,86,1
Drama,307,146,26274,6,10,345,Drop Fast,5,8,0.6760501061535784,194,1
History,367,75,17510,10,8,157,Drop Fast,9,3,0.4975927706682346,165,0
Drama,389,183,22830,11,14,204,Growing,9,7,0.6659730042815359,240,1
Musical,405,69,17206,8,7,791,Stable,3,5,0.7018448846530063,117,0
Crime,368,56,9871,10,3,168,Stable,8,7,0.7446783854310706,91,0
Fantasy,155,34,19621,10,2,401,Growing,4,9,0.8256366941549499,203,1
Romance,459,189,11777,3,3,252,Drop Fast,7,7,0.3618284595525893,123,0
Action,83,103,28094,2,8,636,Growing,8,6,0.9109010693380316,132,1
Action,472,162,16817,5,3,134,Growing,7,1,0.5375884300992575,93,0
Fantasy,487,102,26393,5,4,114,Stable,5,4,0.8523152088634641,171,0
Sci-Fi,117,46,19275,3,9,205,Drop Fast,1,8,0.4043357167574496,131,0
Family,131,143,10422,4,8,173,Stable,8,1,0.2703202805433004,125,0
Crime,26,31,23986,4,13,384,Stable,5,6,0.6513408305359956,248,1
Sci-Fi,205,156,586,6,12,649,Drop Fast,3,2,0.47726639535070725,209,0
Horror,336,171,1834,2,12,296,Drop Fast,2,9,0.9391234034635645,179,0
Romance,327,76,8310,10,12,379,Drop Fast,3,8,0.323117418300768,189,0
War,306,22,4333,9,10,785,Growing,9,9,0.28311200620246524,107,0
Documentary,488,81,9576,9,13,655,Drop Fast,2,9,0.2815124729871933,190,1
Adventure,261,49,5781,4,5,765,Growing,1,2,0.4018115866566562,111,0
Biography,496,119,2167,3,8,252,Stable,2,2,0.6554337814557368,171,0
Crime,128,91,22152,2,2,390,Drop Fast,2,9,0.6038943615512842,155,0
War,171,144,23868,7,12,241,Growing,5,2,0.49505306338349303,101,1
Family,207,181,25016,11,12,411,Growing,1,4,0.3121551751918365,249,1
Action,495,163,21729,2,3,745,Growing,8,2,0.41361596635602316,191,0
History,54,96,5967,6,8,131,Growing,2,1,0.3789029453493018,236,0
History,323,26,8953,10,3,125,Stable,6,7,0.7719667860092339,183,1
Comedy,188,176,18583,10,7,354,Drop Fast,5,5,0.7959624681009199,147,1
Horror,391,96,5101,5,14,155,Drop Fast,2,3,0.7939098091432738,240,1
Romance,427,196,10321,8,11,392,Drop Fast,1,8,0.928328381089904,216,1
Sci-Fi,53,81,14833,8,13,736,Drop Fast,6,5,0.8689665624338223,117,1
Drama,280,29,29676,5,10,329,Drop Fast,6,1,0.5984633230249534,159,0
Action,87,112,19363,6,12,152,Drop Fast,3,9,0.5404552146364157,105,0
Horror,335,183,26451,10,6,200,Growing,8,5,0.8910379623966233,122,1
Western,187,139,10907,8,11,566,Drop Fast,9,3,0.6778576764337026,106,1
Comedy,366,113,22776,8,8,366,Growing,3,6,0.45607906691791666,90,0
Sci-Fi,425,138,18261,11,14,101,Stable,9,8,0.6451248194006172,186,1
Drama,460,28,12533,8,2,121,Growing,8,2,0.9445045958872883,233,1
Adventure,12,23,12138,10,9,677,Stable,5,3,0.8446290421066536,157,1
Western,223,87,11748,6,10,311,Drop Fast,6,7,0.4468958012416791,136,0
Romance,351,119,15315,7,14,335,Stable,1,2,0.9170680981420518,80,0
Musical,83,13,10043,4,6,628,Stable,5,5,0.9370234780353811,90,0
Romance,60,116,4377,2,7,487,Growing,7,9,0.4118168715907906,237,0
Documentary,76,168,7411,3,14,113,Growing,1,7,0.8769144829509389,167,0
Biography,341,106,8073,9,12,618,Stable,9,3,0.8682419023891824,211,1
Crime,102,172,4041,2,9,321,Stable,7,2,0.27782750126382844,165,0
Comedy,185,156,23682,11,5,715,Drop Fast,4,9,0.7187824351431809,189,1
Animation,154,52,6616,8,3,502,Growing,4,9,0.46369649912181854,151,0
Biography,16,195,10833,6,11,612,Stable,7,9,0.722228838544313,190,1
Biography,278,73,5085,7,9,386,Growing,6,3,0.8894910859331704,112,0
Adventure,385,185,794,9,3,483,Drop Fast,3,1,0.5991454735926629,240,0
Comedy,331,186,14593,5,6,346,Drop Fast,9,9,0.5400889815520569,153,0
Drama,13,174,2812,7,14,190,Stable,6,7,0.895071889831192,145,1
Biography,147,123,12488,4,7,411,Drop Fast,2,2,0.9318804424169728,187,0
Family,240,49,22943,8,6,536,Stable,2,6,0.2935654294556619,83,0
Action,97,129,18080,3,7,142,Growing,1,9,0.8959936484037451,234,1
Drama,26,18,20139,9,7,173,Growing,5,8,0.3079379734653222,112,0
Western,61,161,5061,8,4,660,Stable,6,6,0.48610034936851276,184,0
Comedy,143,138,4966,9,12,415,Stable,3,6,0.7838018857012287,205,1
Adventure,220,139,3558,3,12,243,Stable,4,8,0.7939258873577867,163,0
Documentary,334,41,15046,4,4,428,Growing,5,9,0.7580753234754164,156,0
Animation,489,57,26377,5,10,308,Growing,4,8,0.27737874164274784,162,0
Musical,467,22,1114,10,4,198,Drop Fast,9,1,0.3430762336168653,111,0
Crime,402,42,18428,6,4,799,Drop Fast,3,2,0.905351548753824,195,0
Family,228,191,2195,7,12,213,Growing,5,6,0.3070229718771236,235,1
Sport,214,133,24209,2,3,274,Growing,7,8,0.30498214188118167,98,0
Sci-Fi,220,48,294,5,8,370,Stable,7,4,0.8349521564305091,238,0
Biography,286,51,8884,5,11,162,Growing,6,4,0.6988860272560202,132,0
Crime,33,39,15300,11,11,503,Growing,9,2,0.4961592390916257,167,1
Animation,495,64,19653,9,5,324,Drop Fast,7,1,0.36599734095013847,239,0
Drama,13,94,349,9,2,260,Drop Fast,4,9,0.8689192939249704,88,0
Action,161,56,17630,11,7,135,Stable,9,7,0.9419764303399585,162,1
Western,452,12,3003,7,6,480,Drop Fast,6,9,0.2849802099099804,230,0
Family,492,111,21918,9,12,752,Stable,1,2,0.6378793674631412,104,0
Comedy,268,173,25174,10,3,417,Growing,9,5,0.43291250943407056,197,1
Comedy,333,135,14666,6,7,762,Growing,7,2,0.8326707834847928,146,0
Drama,366,146,29726,2,2,555,Stable,6,7,0.492251164242364,206,0
Fantasy,177,100,21060,2,4,368,Drop Fast,6,9,0.7502405024304378,235,1
Animation,185,30,7476,3,5,443,Drop Fast,4,3,0.627666395068394,157,0
Thriller,319,115,751,3,14,139,Growing,4,1,0.6290663671164791,231,0
Romance,300,127,15680,6,4,513,Drop Fast,3,4,0.850599601826295,135,0
Adventure,488,190,8686,8,14,479,Stable,8,4,0.5792830981471949,129,1
Western,65,172,17727,8,7,321,Growing,8,6,0.8419196739011364,180,1
Action,117,55,17039,5,12,380,Drop Fast,2,5,0.5043987796263028,82,0
Fantasy,482,127,9945,5,5,324,Growing,5,5,0.3723480597250135,102,0
Drama,305,9,8560,11,2,556,Growing,9,9,0.5688341643596306,241,1
Horror,470,81,13197,4,6,253,Drop Fast,9,1,0.5988490469639155,88,0
Animation,333,164,18530,3,6,379,Stable,7,8,0.5848682383464541,161,0
Romance,311,5,22699,4,10,452,Drop Fast,4,8,0.8158312883154976,138,0
Animation,343,186,7510,9,9,138,Drop Fast,4,8,0.645275259022068,145,0
Drama,150,15,22764,2,9,720,Drop Fast,7,3,0.871910850231162,229,1
War,164,185,6017,5,6,672,Drop Fast,3,8,0.6099298464411594,194,0
Western,271,12,21964,8,9,588,Drop Fast,3,2,0.40730055801740295,114,0
War,282,157,22958,6,11,297,Drop Fast,5,8,0.34064708818392686,238,1
Horror,429,172,25029,3,8,375,Stable,6,8,0.8578539746612346,157,1
Biography,241,36,10768,2,2,271,Growing,8,3,0.2893209592315482,188,0
Sport,250,32,8270,7,13,607,Stable,1,4,0.3323267283438336,127,0
Thriller,364,135,1520,6,8,504,Drop Fast,7,9,0.29456096324234876,132,0
Adventure,346,132,23707,4,12,370,Stable,8,9,0.5466139380272741,154,1
Drama,498,66,6353,10,9,653,Growing,5,9,0.6228309314755154,111,1
History,267,31,6789,4,4,763,Stable,2,6,0.2639123117158205,167,0
Animation,258,49,27659,3,10,230,Drop Fast,4,1,0.610910316824123,219,0
Musical,86,109,15789,6,9,725,Growing,6,8,0.5256316299034383,141,0
Documentary,189,96,3807,10,3,484,Drop Fast,9,9,0.7915516277191286,82,0
Action,75,29,10517,9,7,496,Drop Fast,2,8,0.8309696352223562,85,0
Romance,317,193,28272,7,5,665,Growing,4,1,0.7294772054703438,206,1
Comedy,357,48,10632,4,4,395,Growing,5,6,0.5814468747216367,191,0
War,180,178,600,7,12,482,Drop Fast,8,9,0.4013040165293917,91,0
Romance,483,146,26932,6,7,611,Stable,8,9,0.842980407111792,132,1
War,31,140,22626,2,11,494,Growing,2,7,0.4891683980310918,227,0
Horror,376,180,27152,6,14,653,Stable,6,7,0.4994043210364644,213,1
Fantasy,116,146,16946,8,10,704,Stable,6,4,0.8912080830309314,163,1
Drama,448,197,28714,10,3,359,Growing,5,7,0.9329180789185391,221,1
Documentary,332,84,4051,2,11,380,Stable,8,5,0.8786916694691529,248,1
War,236,86,19996,4,11,455,Growing,2,5,0.9487643064927568,128,0
Western,453,139,10698,9,11,519,Growing,2,1,0.8582361907310341,187,1
Sport,451,92,284,7,6,291,Growing,7,2,0.7430502623340572,163,0
Fantasy,405,181,2024,6,7,736,Growing,9,9,0.455673579700031,183,0
War,225,131,12277,11,5,527,Stable,3,2,0.9170699342299133,174,1
Romance,78,59,16130,3,8,447,Stable,7,2,0.8636387821296275,110,0
Family,93,145,25083,4,3,528,Growing,3,9,0.41852275469095723,235,1
Documentary,112,188,12749,3,8,491,Growing,6,3,0.5924137312692788,91,0
War,48,60,10313,2,3,440,Growing,3,2,0.2990389624378851,95,0
Documentary,22,19,15332,8,2,646,Growing,1,7,0.917316204287052,242,1
Drama,306,189,9022,4,12,501,Drop Fast,6,9,0.6509378294050191,123,0
Mystery,322,62,21359,8,6,146,Stable,3,6,0.4216403821497158,147,0
Documentary,190,167,29736,8,3,764,Stable,1,7,0.454679519536713,217,0
Adventure,277,92,24452,9,9,524,Growing,5,3,0.9364594608409017,82,1
Western,22,101,24203,2,13,616,Drop Fast,8,3,0.6809300042629384,110,1
History,129,148,7618,6,13,736,Drop Fast,8,8,0.5444781868744826,195,1
Thriller,467,12,2571,11,13,427,Drop Fast,8,7,0.5998918232498767,84,0
War,362,177,7268,10,9,186,Growing,3,5,0.31898505066414035,84,0
Adventure,66,44,19884,8,2,614,Drop Fast,8,6,0.3025159320510132,145,0
Documentary,49,186,22405,2,5,264,Growing,4,9,0.6648954203102694,94,0
Animation,383,18,24387,9,10,322,Drop Fast,8,3,0.6084028255082214,228,1
Western,345,191,12059,4,6,396,Growing,3,3,0.5014072339124087,180,0
War,137,57,7664,5,13,550,Growing,3,6,0.6462797667579552,90,0
Romance,182,131,17310,5,12,442,Stable,1,8,0.3008731646060206,121,0
Horror,44,159,13748,11,11,440,Growing,8,5,0.9107938200020824,145,1
Fantasy,268,179,7321,9,14,560,Drop Fast,8,1,0.45559818144895525,173,1
Sport,385,84,10040,2,7,491,Stable,9,3,0.3002451534703992,140,0
Adventure,14,119,4512,9,4,636,Drop Fast,6,8,0.36865299080187286,139,0
Action,227,138,8200,10,6,650,Growing,2,4,0.3168317401377618,221,0
Western,20,59,9661,10,13,520,Stable,1,9,0.37502315305177686,199,1
War,391,48,21127,6,14,480,Growing,8,6,0.5417278383786284,212,1
Crime,336,22,24598,5,14,716,Growing,4,4,0.7666356257548645,110,0
Drama,126,20,518,5,14,104,Drop Fast,7,4,0.44064384321852784,127,0
Adventure,193,16,15529,10,2,747,Drop Fast,4,5,0.5551486353591507,111,0
War,403,152,15991,9,9,103,Drop Fast,1,7,0.9001301015217654,136,1
Adventure,371,49,20059,11,12,780,Stable,8,7,0.4570752175281828,241,1
Horror,125,196,14572,11,7,415,Drop Fast,9,7,0.8063038272852968,174,1
Horror,171,191,16135,8,13,177,Growing,9,5,0.3604718107376565,234,1
Fantasy,76,97,27554,4,3,630,Stable,9,9,0.3748252223800733,161,0
Comedy,209,26,15901,5,5,454,Drop Fast,4,2,0.5693070114333859,84,0
Adventure,40,101,11450,10,5,132,Drop Fast,9,8,0.41387157532647045,96,0
War,84,51,21737,9,10,761,Drop Fast,4,8,0.882119651655982,196,1
Adventure,246,33,20718,2,10,238,Growing,2,3,0.28552660378643446,245,0
Family,336,49,1802,4,6,371,Drop Fast,3,5,0.6680907963006877,202,0
Sport,75,81,18840,11,13,295,Growing,2,8,0.6729605773046639,127,1
Family,79,13,25605,3,4,226,Stable,1,9,0.2962181492636134,128,0
Biography,306,28,9247,3,2,448,Drop Fast,6,7,0.7627949504096239,248,0
Drama,456,19,23903,9,7,143,Growing,4,4,0.5782282811585372,101,0
Crime,425,168,15434,7,9,343,Drop Fast,7,4,0.756151361446366,98,0
War,29,17,7732,7,2,108,Drop Fast,7,3,0.828847490154549,192,0
Musical,450,95,7566,5,12,178,Stable,1,8,0.4760295463934857,180,0
Sci-Fi,235,176,2848,2,2,289,Stable,9,6,0.5891401180548413,209,0
Family,443,105,7103,8,12,185,Growing,8,6,0.4325325458376079,112,0
Western,473,75,18442,9,8,584,Growing,1,9,0.39105942446563446,168,0
Sci-Fi,418,126,17686,3,8,370,Growing,8,3,0.2504163306298602,213,0
Drama,405,80,13988,3,3,612,Stable,5,4,0.9245420584558861,90,0
Biography,208,168,2681,2,4,119,Growing,1,3,0.5586499285307538,106,0
Action,48,120,2020,5,3,588,Stable,4,3,0.25914884114121184,110,0
Adventure,154,65,29713,7,7,229,Stable,7,1,0.2562570042976337,170,0
Adventure,54,172,10471,6,14,742,Drop Fast,5,6,0.45184679798583655,248,1
Horror,404,130,19742,5,14,106,Drop Fast,3,9,0.2597563750970829,126,0
Drama,335,159,27216,5,9,409,Growing,4,5,0.5121602323609837,158,0
Sport,390,5,3884,11,9,726,Stable,2,2,0.2940569510072635,81,0
Comedy,416,166,23995,8,2,572,Stable,8,4,0.2774761138052168,222,1
Action,100,72,26031,8,12,201,Stable,2,6,0.718566975852185,99,0
Fantasy,247,92,27733,3,10,437,Drop Fast,6,7,0.8847889026100192,210,1
History,79,25,3851,8,12,418,Stable,7,7,0.5365706083115955,185,1
Animation,175,165,10631,3,9,612,Growing,7,4,0.8357393011931528,118,0
Fantasy,139,139,10331,5,10,124,Growing,1,5,0.270485822795023,153,0
Biography,223,197,24291,2,14,529,Drop Fast,8,4,0.7943830391791277,169,1
Biography,349,7,25045,6,14,242,Growing,9,6,0.2939599946260236,217,1
War,98,55,24691,2,10,756,Stable,7,7,0.8369075962381461,247,1
Animation,344,83,23465,5,12,248,Stable,8,2,0.8676564414104447,220,1
Animation,261,99,22804,10,13,792,Growing,4,3,0.8001816896676199,123,1
Adventure,378,186,5030,9,7,154,Drop Fast,8,8,0.8245243170879023,111,1
Documentary,358,127,28840,7,4,570,Stable,3,7,0.6430391964326232,109,0
Western,81,191,21563,9,2,462,Stable,1,1,0.43541945980785635,208,0
Fantasy,174,10,7534,6,12,749,Drop Fast,8,4,0.7002617018626767,132,0
Documentary,58,161,14819,8,9,308,Stable,6,5,0.5576791543534529,155,1
Romance,61,21,20359,9,11,284,Growing,9,3,0.2537355926433322,123,0
Western,298,121,9504,8,4,164,Growing,3,4,0.5837779945043845,114,0
Documentary,287,64,15079,5,14,648,Drop Fast,8,7,0.7058315471853818,247,1
Horror,123,154,17232,6,8,211,Drop Fast,9,8,0.25971856178392455,124,0
Thriller,248,156,25955,11,14,362,Growing,9,9,0.6849522352757104,203,1
Horror,142,129,14785,7,11,175,Drop Fast,7,2,0.7067723343517993,195,1
Biography,496,85,26918,7,7,395,Growing,3,4,0.36067530476722776,203,0
History,283,89,216,10,4,277,Drop Fast,3,1,0.5517519296095567,217,0
Drama,175,55,8508,11,7,100,Growing,2,3,0.9250328206223928,126,0
Biography,383,182,29854,3,13,247,Stable,1,8,0.8689324594598477,231,1
Comedy,382,143,6676,7,4,770,Stable,2,7,0.537574996000777,97,0
Comedy,302,188,6142,4,14,761,Growing,5,8,0.49489238761690885,151,0
Adventure,487,75,18129,3,14,228,Stable,1,6,0.3368564766837992,202,0
Action,252,174,27927,7,10,737,Growing,4,5,0.27463235917811185,156,1
Fantasy,488,43,2893,5,14,612,Drop Fast,1,9,0.4582239442094551,223,0
Romance,329,73,24183,6,2,728,Stable,8,5,0.9081983429575669,221,1
Romance,147,52,15762,6,14,601,Stable,5,9,0.921029415933567,88,1
Musical,88,129,20673,4,9,248,Stable,4,4,0.8187635384033933,148,0
Sport,179,61,6459,5,6,368,Growing,3,5,0.49557736946390163,140,0
Biography,132,25,21642,4,5,752,Stable,9,1,0.3505385030174778,90,0
Romance,185,86,15779,8,2,204,Drop Fast,6,6,0.6668734329239754,226,1
Fantasy,309,103,9668,2,10,565,Stable,1,3,0.702553505044327,143,0
Documentary,91,152,19824,7,14,380,Drop Fast,8,2,0.5472014984719229,117,0
Mystery,96,19,5142,5,10,506,Stable,2,6,0.7341527568910482,89,0
Action,234,73,14851,2,14,712,Stable,9,1,0.7726773199562147,95,0
History,25,183,3988,2,6,457,Drop Fast,7,9,0.798143164502346,148,1
Sport,319,80,23537,6,12,774,Stable,3,5,0.601608677950255,121,0
Drama,367,66,571,6,10,302,Drop Fast,4,7,0.8041485442918134,123,0
Fantasy,172,123,27583,11,11,711,Drop Fast,3,9,0.26783349838861975,242,1
War,107,41,23604,8,10,380,Drop Fast,6,9,0.7262830567172087,243,1
Drama,165,138,7320,5,8,356,Stable,9,7,0.4149437699353359,229,0
Family,11,30,5902,10,9,193,Stable,9,4,0.43936420418135724,103,0
History,359,12,8547,5,2,423,Drop Fast,1,4,0.3139111946247126,219,0
Western,406,8,2861,8,5,461,Stable,6,7,0.3846745845152255,114,0
Sport,178,25,23764,6,11,761,Growing,1,8,0.944405763101402,129,0
History,473,163,6851,6,11,450,Drop Fast,4,7,0.5407730913944326,162,0
Romance,324,153,25240,7,5,161,Drop Fast,7,4,0.8994357790820798,157,1
Sport,334,29,5078,9,13,740,Growing,4,4,0.36402966973495865,119,0
War,384,147,13291,6,10,286,Growing,9,8,0.3928411894689637,101,0
Sport,101,167,4515,4,4,679,Drop Fast,5,9,0.6404693476705499,154,0
Fantasy,190,181,22742,7,13,641,Growing,9,7,0.49467277861535774,145,1
Crime,240,47,10165,3,11,403,Drop Fast,1,3,0.7007406460023573,217,0
Western,310,173,8508,9,11,738,Stable,4,1,0.5454326030043013,173,0
Action,157,41,6674,9,2,535,Growing,7,5,0.8181180662258234,232,1
Thriller,289,189,26879,4,12,312,Drop Fast,2,6,0.5520913498197586,189,0
Sport,198,46,1574,9,6,505,Drop Fast,9,9,0.6506444277067847,126,0
Mystery,356,179,11595,10,8,233,Drop Fast,3,5,0.47475124001661007,214,1
Crime,359,96,7593,6,13,318,Growing,4,1,0.7428286912070579,183,0
Adventure,323,65,4603,6,5,520,Stable,4,4,0.7083139462759999,235,0
Adventure,420,146,3746,7,10,418,Stable,8,2,0.5279007229418404,159,0
